Time,UUID,RSSI,
20220321 03:41:10,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73,
20220321 03:41:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:41:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 03:41:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-66,
20220321 03:41:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-67,
20220321 03:41:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-67,
20220321 03:41:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-72,
20220321 03:41:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73,
20220321 03:41:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 03:41:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-60,
20220321 03:41:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 03:41:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-66,
20220321 03:41:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-67,
20220321 03:41:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-70,
20220321 03:41:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-82,
20220321 03:41:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-54,
20220321 03:41:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 03:41:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 03:41:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-65,
20220321 03:41:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-67,
20220321 03:41:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 03:41:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-82,
20220321 03:41:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-54,
20220321 03:41:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 03:41:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 03:41:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-65,
20220321 03:41:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-67,
20220321 03:41:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 03:41:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-75,
20220321 03:41:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-54,
20220321 03:41:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:41:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 03:41:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-65,
20220321 03:41:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 03:41:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:41:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:41:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-54,
20220321 03:41:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:41:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 03:41:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-65,
20220321 03:41:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 03:41:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:41:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-81,
20220321 03:41:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-54,
20220321 03:41:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:41:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-65,
20220321 03:41:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-69,
20220321 03:41:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-69,
20220321 03:41:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-71,
20220321 03:41:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-81,
20220321 03:41:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-55,
20220321 03:41:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:41:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-64,
20220321 03:41:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-67,
20220321 03:41:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 03:41:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-69,
20220321 03:41:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-81,
20220321 03:41:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-58,
20220321 03:41:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:41:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-64,
20220321 03:41:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-68,
20220321 03:41:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-68,
20220321 03:41:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 03:41:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-81,
20220321 03:41:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-59,
20220321 03:41:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:41:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-68,
20220321 03:41:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-68,
20220321 03:41:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-71,
20220321 03:41:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 03:41:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-81,
20220321 03:41:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-59,
20220321 03:41:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 03:41:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-68,
20220321 03:41:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-68,
20220321 03:41:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-71,
20220321 03:41:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-77,
20220321 03:41:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 03:41:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-59,
20220321 03:41:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 03:41:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-67,
20220321 03:41:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-68,
20220321 03:41:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-71,
20220321 03:41:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-77,
20220321 03:41:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 03:41:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-63,
20220321 03:41:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-66,
20220321 03:41:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-69,
20220321 03:41:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:41:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74,
20220321 03:41:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-74,
20220321 03:41:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-77,
20220321 03:41:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-54,
20220321 03:41:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-63,
20220321 03:41:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-65,
20220321 03:41:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-66,
20220321 03:41:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-67,
20220321 03:41:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-72,
20220321 03:41:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-77,
20220321 03:41:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-30,
20220321 03:41:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-64,
20220321 03:41:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-67,
20220321 03:41:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-69,
20220321 03:41:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-70,
20220321 03:41:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-72,
20220321 03:41:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73,
20220321 03:41:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-55,
20220321 03:41:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-64,
20220321 03:41:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-64,
20220321 03:41:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-69,
20220321 03:41:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-70,
20220321 03:41:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-72,
20220321 03:41:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73,
20220321 03:41:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-55,
20220321 03:41:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 03:41:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-64,
20220321 03:41:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-69,
20220321 03:41:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-70,
20220321 03:41:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-71,
20220321 03:41:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-72,
20220321 03:42:02,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-54,
20220321 03:42:02,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-62,
20220321 03:42:02,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-64,
20220321 03:42:02,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-65,
20220321 03:42:02,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-71,
20220321 03:42:02,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-74,
20220321 03:42:02,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-82,
20220321 03:42:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-62,
20220321 03:42:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-63,
20220321 03:42:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64,
20220321 03:42:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-66,
20220321 03:42:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-70,
20220321 03:42:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:42:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-82,
20220321 03:42:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59,
20220321 03:42:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:42:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64,
20220321 03:42:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 03:42:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-71,
20220321 03:42:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 03:42:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 03:42:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59,
20220321 03:42:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:42:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64,
20220321 03:42:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 03:42:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-71,
20220321 03:42:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 03:42:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-75,
20220321 03:42:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59,
20220321 03:42:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-62,
20220321 03:42:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64,
20220321 03:42:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-72,
20220321 03:42:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-73,
20220321 03:42:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-75,
20220321 03:42:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59,
20220321 03:42:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64,
20220321 03:42:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-64,
20220321 03:42:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-72,
20220321 03:42:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-73,
20220321 03:42:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-75,
20220321 03:42:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59,
20220321 03:42:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:42:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64,
20220321 03:42:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-73,
20220321 03:42:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-75,
20220321 03:42:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:42:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59,
20220321 03:42:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:42:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-65,
20220321 03:42:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-75,
20220321 03:42:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-76,
20220321 03:42:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:42:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-59,
20220321 03:42:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:42:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-65,
20220321 03:42:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-71,
20220321 03:42:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-73,
20220321 03:42:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:42:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80,
20220321 03:42:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-59,
20220321 03:42:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:42:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60,
20220321 03:42:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-73,
20220321 03:42:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:42:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:42:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80,
20220321 03:42:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-59,
20220321 03:42:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60,
20220321 03:42:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-62,
20220321 03:42:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-73,
20220321 03:42:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:42:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-86,
20220321 03:42:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 03:42:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-62,
20220321 03:42:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-67,
20220321 03:42:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:42:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-74,
20220321 03:42:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-86,
20220321 03:42:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:42:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 03:42:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-67,
20220321 03:42:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:42:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-74,
20220321 03:42:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-79,
20220321 03:42:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:42:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 03:42:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-67,
20220321 03:42:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:42:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-74,
20220321 03:42:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-83,
20220321 03:42:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 03:42:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-62,
20220321 03:42:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-67,
20220321 03:42:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 03:42:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-74,
20220321 03:42:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:42:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:42:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-60,
20220321 03:42:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-62,
20220321 03:42:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 03:42:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-72,
20220321 03:42:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-74,
20220321 03:42:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-78,
20220321 03:42:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:42:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 03:42:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-60,
20220321 03:42:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 03:42:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-72,
20220321 03:42:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-74,
20220321 03:42:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-78,
20220321 03:42:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:42:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 03:42:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-66,
